App,Category,Rating,Reviews,Size,Installs,Type,Price,Content Rating,Genres,Last Updated,Current Ver,Android Ver,Avg_Compound,Avg_Positive,Avg_Neutral,Avg_Negative,Positive_Count,Neutral_Count,Negative_Count,Total_Reviews
BZ Fingers,GAME,4.6,15,3.2,50,Free,0.0,Everyone,Arcade,"July 5, 2017",1.3,4.0.3 and up,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
bz Basellandschaftliche News,NEWS_AND_MAGAZINES,2.8,33,33.0,1000,Free,0.0,Everyone,News & Magazines,"June 6, 2018",1.4.0,5.0 and up,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
24/7 BZ Reis,TRAVEL_AND_LOCAL,3.1,421,53.0,100000,Free,0.0,Everyone,Travel & Local,"March 9, 2018",4.4.15,4.1 and up,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Badische Zeitung,NEWS_AND_MAGAZINES,3.9,262,22.0,10000,Free,0.0,Everyone,News & Magazines,"June 26, 2018",5.3,4.1 and up,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
bz Baselland E-Paper,NEWS_AND_MAGAZINES,4.2,69,25.0,5000,Free,0.0,Everyone,News & Magazines,"August 24, 2017",5.1.4,4.4 and up,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
BZ Vesper-App,TRAVEL_AND_LOCAL,4.1,60,13.0,1000,Free,0.0,Everyone,Travel & Local,"August 6, 2015",1.0.2,2.3.3 and up,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Dragon BZ Super Wallpapers,FAMILY,4.2,12,13.0,1000,Free,0.0,Everyone,Entertainment,"January 16, 2018",1.0,4.0.3 and up,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Südtirol2Go,MAPS_AND_NAVIGATION,3.3,555,31.0,50000,Free,0.0,Everyone,Maps & Navigation,"December 20, 2017",2.1.2,4.0 and up,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
TFO BZ Lessons,FAMILY,4.4,75,3.7,500,Free,0.0,Everyone,Education,"April 28, 2017",2.1.1,4.1 and up,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
City Driving Jeep Mania: Parking Passion 2018,FAMILY,4.4,36,24.0,10000,Free,0.0,Everyone,Simulation,"June 14, 2018",1.0,4.0 and up,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Sniper Gun Shot 3D: Impossible Missions,GAME,4.6,20,34.0,100,Free,0.0,Mature 17+,Action,"May 4, 2018",1.0,4.0 and up,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
ePN Cashback AliExpress,SHOPPING,4.4,19212,6.9,500000,Free,0.0,Everyone,Shopping,"August 3, 2018",0.2.9.17,4.1 and up,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Elite Commando Shooting War,GAME,4.5,14,45.0,100,Free,0.0,Teen,Action,"June 29, 2018",1.0,4.0 and up,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Restaurantführer Südbaden,TRAVEL_AND_LOCAL,4.1,46,12.0,1000,Free,0.0,Everyone,Travel & Local,"January 11, 2017",2.0.0,4.0 and up,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
bz Basel News,NEWS_AND_MAGAZINES,2.2,23,33.0,1000,Free,0.0,Everyone,News & Magazines,"June 6, 2018",1.4.0,5.0 and up,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Contractor City Construction - Heavy Logistics,FAMILY,4.2,31,35.0,5000,Free,0.0,Everyone,Simulation,"June 12, 2018",1.01,4.0 and up,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Park Limousine: Realistic Limo Parking Simulator,FAMILY,4.8,4,25.0,1000,Free,0.0,Everyone,Simulation,"July 20, 2018",1.0,4.0 and up,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Inwestor mobile,FINANCE,3.2,124,7.2,10000,Free,0.0,Everyone,Finance,"January 3, 2018",1.2.3,4.1 and up,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
BZ Straußenführer,TRAVEL_AND_LOCAL,4.3,291,14.0,10000,Free,0.0,Everyone,Travel & Local,"March 17, 2016",1.2.3,4.0 and up,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Putzmeister Experts,TOOLS,4.6,21,8.9,1000,Free,0.0,Everyone,Tools,"May 8, 2018",1.3,4.1 and up,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Bubble,TOOLS,4.5,31621,0.208,5000000,Free,0.0,Everyone,Tools,"July 10, 2011",2.0.1,1.6 and up,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
CA Service Management,BUSINESS,3.4,91,8.3,10000,Free,0.0,Everyone,Business,"March 20, 2018",3.1.13,5.0 and up,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
CA Mobile OTP,TOOLS,3.3,688,5.5,100000,Free,0.0,Everyone,Tools,"September 5, 2017",2.3.5,2.3.3 and up,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
CA Lottery Official App,FAMILY,4.2,7000,26.0,1000000,Free,0.0,Teen,Entertainment,"August 2, 2018",3.0.2,4.4 and up,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
CA Case Management,BUSINESS,2.4,16,5.2,500,Free,0.0,Everyone,Business,"May 4, 2016",1.0.1,4.0 and up,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
CA UIM Mobile,BUSINESS,3.2,54,7.7,1000,Free,0.0,Everyone,Business,"February 29, 2016",8.4.1,4.0 and up,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
CA Clarity Mobile Time Manager,BUSINESS,3.1,104,5.3,10000,Free,0.0,Everyone,Business,"May 14, 2015",2.0,2.2 and up,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
CA Auth ID,TOOLS,3.8,39,0.375,10000,Free,0.0,Teen,Tools,"October 17, 2014",2.2.1,1.6 and up,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
CA Speakers Free,LIFESTYLE,4.8,74,2.9,5000,Free,0.0,Teen,Lifestyle,"September 30, 2015",1.6,2.3.3 and up,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
CA World '17,PRODUCTIVITY,3.7,7,18.0,1000,Free,0.0,Teen,Productivity,"June 10, 2018",7.17.2.0,5.0 and up,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
CA DMV,TOOLS,4.2,5463,6.0,1000000,Free,0.0,Everyone,Tools,"August 25, 2017",4.0,4.1 and up,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Save.ca,SHOPPING,3.7,2094,34.0,100000,Free,0.0,Everyone,Shopping,"July 2, 2018",4.8.18.12,4.1 and up,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
California Cop Assist CA Cop,PRODUCTIVITY,3.0,5,7.0,100,Paid,4.99,Everyone,Productivity,"February 11, 2014",1.3,2.2 and up,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
CA Laws 2018 (California Laws and Codes),BOOKS_AND_REFERENCE,3.9,56,38.0,5000,Free,0.0,Everyone,Books & Reference,"March 24, 2018",1.17,4.4 and up,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
California Cameras - Traffic,TRAVEL_AND_LOCAL,4.0,305,5.4,10000,Free,0.0,Everyone,Travel & Local,"June 20, 2018",6.3.4,4.0.3 and up,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
CA Speakers,LIFESTYLE,5.0,12,1.2,100,Paid,0.99,Teen,Lifestyle,"March 25, 2014",1.0,3.0 and up,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
CB Radio Chat - for friends!,COMMUNICATION,4.0,17998,7.9,1000000,Free,0.0,Teen,Communication,"March 27, 2018",2.6.3,4.0 and up,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Truck Chat & CB for Truckers,MAPS_AND_NAVIGATION,2.7,89,2.3,10000,Free,0.0,Mature 17+,Maps & Navigation,"July 31, 2018",1.0.10.5,4.0.3 and up,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
CB Frequencies FREE!,TOOLS,3.1,364,2.3,100000,Free,0.0,Everyone,Tools,"March 2, 2018",2,4.0.3 and up,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
CB On Mobile,COMMUNICATION,4.1,901,0.323,100000,Free,0.0,Teen,Communication,"April 26, 2017",1.0.5,4.0 and up,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
CB Frequencies,TOOLS,4.0,5,1.4,100,Paid,0.99,Everyone,Tools,"December 24, 2015",1.0,4.0.3 and up,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Virtual Walkie Talkie,COMMUNICATION,3.8,21785,2.5,1000000,Free,0.0,Everyone,Communication,"August 13, 2015",1.41,2.3 and up,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
CB Outdoors,FAMILY,3.8,5,12.0,1000,Free,0.0,Everyone,Education,"May 30, 2017",1.200,4.0.3 and up,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Viking CB Radios,BUSINESS,4.3,6,15.0,1000,Free,0.0,Everyone,Business,"May 24, 2017",1.0.1,4.1 and up,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Frequencies Free,TOOLS,3.5,382,3.1,100000,Free,0.0,Everyone,Tools,"February 4, 2018",1.9,4.0.3 and up,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
CB-Mobile Banking,FINANCE,4.5,96,12.0,10000,Free,0.0,Everyone,Finance,"June 22, 2018",4.17.38,4.4 and up,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
CBRadioTab,TOOLS,3.9,127,1.5,50000,Free,0.0,Everyone,Tools,"April 1, 2017",1.0,3.0 and up,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
CB Bank Mobile Banking,FINANCE,4.5,1308,3.7,100000,Free,0.0,Everyone,Finance,"June 8, 2015",13.0,2.2 and up,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
CB Underground,LIFESTYLE,3.3,3,7.4,500,Free,0.0,Everyone,Lifestyle,"September 15, 2015",1.2,3.2 and up,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
CB Background - Free HD Wallpaper Images,PERSONALIZATION,4.1,4538,3.3,1000000,Free,0.0,Everyone,Personalization,"March 24, 2018",3.1.0,4.0 and up,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
CB Fit,HEALTH_AND_FITNESS,5.0,1,7.8,10,Free,0.0,Everyone,Health & Fitness,"July 9, 2018",4.2.2,4.1 and up,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Channel 19,COMMUNICATION,3.7,916,12.0,100000,Free,0.0,Mature 17+,Communication,"July 13, 2018",2.2.6,4.1 and up,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Citizens Bank - CB Mobile,FINANCE,4.8,6,11.0,1000,Free,0.0,Everyone,Finance,"August 2, 2018",4.19.62,4.4 and up,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
CB Mobile Access,FINANCE,1.5,57,25.0,1000,Free,0.0,Everyone,Finance,"February 26, 2018",4.3.6,4.2 and up,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
CB VIDEO VISION,PHOTOGRAPHY,5.0,13,2.6,100,Free,0.0,Everyone,Photography,"September 12, 2017",0.0.2,4.1 and up,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
CB Hair Png - New Hair Png For CB Editing,PHOTOGRAPHY,4.6,26,7.2,500,Free,0.0,Everyone,Photography,"July 29, 2018",2,4.0 and up,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
C B Patel Health Club,HEALTH_AND_FITNESS,5.0,5,14.0,100,Free,0.0,Everyone,Health & Fitness,"July 2, 2018",1.0.1,4.4 and up,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
CB Trader,FINANCE,4.7,11,2.2,1000,Free,0.0,Everyone,Finance,"April 11, 2018",1.6.1,4.0 and up,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Football-CB GO Clock Theme,PERSONALIZATION,4.7,26,5.6,1000,Free,0.0,Everyone,Personalization,"March 3, 2017",1.0.3,4.0.3 and up,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
CB News,FAMILY,5.0,7,20.0,50,Free,0.0,Everyone,Education,"September 10, 2016",1.2.0,4.1 and up,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
CB Pay,FINANCE,4.5,198,11.0,10000,Free,0.0,Everyone,Finance,"July 9, 2018",1.8.0,4.4 and up,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
CB Register,FAMILY,5.0,1,5.6,10,Free,0.0,Everyone,Entertainment,"June 27, 2018",1.0,4.1 and up,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Cb browser,COMMUNICATION,5.0,5,3.7,50,Free,0.0,Everyone,Communication,"April 2, 2018",1.0,4.0 and up,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
CB Edits PNG & CB Backgrounds,PHOTOGRAPHY,4.2,17,3.4,5000,Free,0.0,Everyone,Photography,"July 20, 2018",1.0.0,4.1 and up,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
CB Mobile Biz,FINANCE,1.0,3,8.4,500,Free,0.0,Everyone,Finance,"February 22, 2016",4.4.1255,4.0 and up,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Antenna Tool Premium,TOOLS,4.5,14,2.9,500,Paid,0.99,Everyone,Tools,"October 26, 2017",2.2,4.0.3 and up,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Antenna Tool,TOOLS,4.2,522,2.9,50000,Free,0.0,Everyone,Tools,"October 26, 2017",2.2 Free,4.0.3 and up,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
CB Heroes,SOCIAL,5.0,5,1.8,5,Free,0.0,Everyone,Social,"August 4, 2018",1.2.4,5.0 and up,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Frequencies,TOOLS,4.2,11,3.1,500,Paid,0.99,Everyone,Tools,"February 4, 2018",1.9,4.0.3 and up,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Creative Destruction,GAME,4.4,201426,80.0,5000000,Free,0.0,Teen,Action,"August 2, 2018",1.0.6,4.0 and up,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
CD Library,PRODUCTIVITY,3.9,44,3.3,10000,Free,0.0,Everyone,Productivity,"February 18, 2017",5.7.2,2.1 and up,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Sonic CD Classic,GAME,4.6,26138,15.0,1000000,Free,0.0,Everyone,Action,"February 14, 2018",1.0.2,4.2 and up,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
ARK: Survival Evolved,GAME,3.8,51523,36.0,500000,Free,0.0,Teen,Adventure,"August 2, 2018",1.0.90,7.0 and up,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
DIY Crafts Cds,LIFESTYLE,4.0,209,3.1,50000,Free,0.0,Everyone,Lifestyle,"January 24, 2017",3.0,3.0 and up,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Bootable Methods(USB-CD-DVD),BOOKS_AND_REFERENCE,3.4,37,3.4,10000,Free,0.0,Everyone,Books & Reference,"May 31, 2018",1.5,4.0 and up,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
CD CHOICE TUBE,FAMILY,5.0,10,5.8,500,Free,0.0,Everyone,Entertainment,"July 23, 2017",0.0.4,4.1 and up,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
My Movies Pro - Movie & TV Collection Library,LIFESTYLE,4.6,6477,20.0,10000,Paid,7.99,Everyone,Lifestyle,"July 16, 2018",2.26 Build 17,4.1 and up,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Yazdani Cd Center EllahAbad Official App,FAMILY,5.0,8,3.8,500,Free,0.0,Everyone,Entertainment,"January 12, 2018",2.0,4.0 and up,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Disc Label Print,TOOLS,3.0,262,37.0,10000,Free,0.0,Everyone,Tools,"September 20, 2016",1.0.0,4.0 and up,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Nero AirBurn,VIDEO_PLAYERS,4.2,1008,1.7,100000,Free,0.0,Everyone,Video Players & Editors,"June 26, 2015",1.0.9,4.0 and up,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
CD COMET,MAPS_AND_NAVIGATION,4.3,12,2.6,100,Free,0.0,Everyone,Maps & Navigation,"August 4, 2018",4.0,4.1 and up,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
DIY CD Craft Ideas,LIFESTYLE,4.4,5,4.6,1000,Free,0.0,Everyone,Lifestyle,"January 14, 2017",1.0,2.3 and up,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
РееI Smart Remote MP3 CD Player,TOOLS,3.2,27,2.7,5000,Free,0.0,Everyone,Tools,"January 22, 2018",1.2,4.0 and up,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Music Collector Inventory Organizer UPC Discogs,LIFESTYLE,3.5,155,12.0,10000,Free,0.0,Everyone,Lifestyle,"October 13, 2017",3.1,4.1 and up,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
CE on the go,TOOLS,4.4,79,3.7,10000,Free,0.0,Everyone,Tools,"February 15, 2018",1.283.0037,2.3.3 and up,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
CE Map - Interactive Conan Exiles Map,MAPS_AND_NAVIGATION,4.5,62,1.6,1000,Paid,0.99,Everyone,Maps & Navigation,"June 30, 2018",1.3,4.0 and up,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
CE Broker,FAMILY,3.7,190,12.0,10000,Free,0.0,Everyone,Education,"March 22, 2017",2.2.0,4.4 and up,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
CE Smart,TOOLS,5.0,3,29.0,100,Free,0.0,Everyone,Tools,"May 28, 2018",2.2.0,4.1 and up,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
PAC-MAN CE DX,GAME,4.5,1692,36.0,10000,Paid,4.99,Everyone,Arcade,"April 23, 2018",1.1.0,4.0.3 and up,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
CEHQ - CE Credits for Nurses,FAMILY,4.5,12,4.0,1000,Free,0.0,Everyone,Education,"May 25, 2018",3.0.18,5.0 and up,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Theatre of the Absurd CE(Full),FAMILY,4.1,1143,15.0,10000,Paid,2.99,Everyone 10+,Casual,"May 21, 2013",1.0,2.0.1 and up,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
OE TRACKER CE Attendance App,MEDICAL,3.4,16,7.8,5000,Free,0.0,Everyone,Medical,"March 20, 2018",1.3.0,4.4 and up,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Professor Online SEDUC-CE,FAMILY,4.1,188,4.6,10000,Free,0.0,Everyone,Education,"July 6, 2018",1.3,4.1 and up,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
TI-84 CE Graphing Calculator Manual TI 84,FAMILY,5.0,1,27.0,100,Paid,4.99,Everyone,Education,"March 28, 2018",1.5.2,4.1 and up,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Ultra CE calculator,SPORTS,4.2,28,7.3,1000,Free,0.0,Everyone,Sports,"June 17, 2018",1.52,4.0.3 and up,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Shiver: Moonlit Grove CE,FAMILY,4.1,3433,23.0,50000,Free,0.0,Everyone 10+,Casual,"March 14, 2016",1.1.0,2.3.3 and up,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Beast of Lycan Isle CE,FAMILY,4.1,2683,20.0,50000,Free,0.0,Everyone 10+,Casual,"January 23, 2014",1.0,2.3 and up,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Volvo CE Insider,BUSINESS,4.2,45,24.0,1000,Free,0.0,Everyone,Business,"March 16, 2018",1.15.5,4.0.3 and up,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Grim Tales: The Wishes CE,GAME,4.3,4923,20.0,100000,Free,0.0,Everyone 10+,Adventure,"August 26, 2015",1.0.0,2.3.3 and up,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
MCQ CE IT,FAMILY,5.0,22,3.6,1000,Free,0.0,Everyone,Education,"November 7, 2017",2.0,4.4 and up,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Placement Tips for BE (CE/IT),FAMILY,4.4,7,6.3,500,Free,0.0,Everyone,Education,"June 24, 2016",1.4,4.0 and up,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Depths of Betrayal CE (Full),FAMILY,4.3,363,14.0,1000,Paid,2.99,Everyone 10+,Casual,"August 19, 2013",1.0.0,2.3 and up,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Merck CE,BUSINESS,4.5,2,25.0,100,Free,0.0,Everyone,Business,"February 13, 2017",1.0,4.1 and up,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Magana Jari ce Littafi Na Uku : Part 3 of 3,FAMILY,4.8,65,55.0,5000,Free,0.0,Everyone,Education,"November 19, 2017",1.0,4.0 and up,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
CCleaner,TOOLS,4.4,885187,22.0,50000000,Free,0.0,Everyone,Tools,"July 19, 2018",4.7.0,4.1 and up,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Terminal Emulator for Android,TOOLS,4.4,113951,0.551,10000000,Free,0.0,Everyone,Tools,"April 15, 2015",1.0.70,1.6 and up,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Pregnancy Tracker & Countdown to Baby Due Date,PARENTING,4.7,658087,62.0,10000000,Free,0.0,Everyone,Parenting,"May 24, 2018",3.15.1,5.0 and up,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
CrossFire: Legends,GAME,4.3,144040,29.0,5000000,Free,0.0,Teen,Action,"July 25, 2018",1.0.9.10,4.0 and up,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
CF.lumen,TOOLS,4.4,4901,1.9,100000,Free,0.0,Everyone,Tools,"February 9, 2017",3.70,5.0 and up,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
CF-Bench Pro,TOOLS,4.6,159,0.029,1000,Paid,1.49,Everyone,Tools,"June 23, 2011",1.1,1.6 and up,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
CF SHOP!,LIFESTYLE,2.8,88,43.0,10000,Free,0.0,Everyone,Lifestyle,"June 30, 2018",1.8.1,4.4 and up,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
CF Life,FAMILY,5.0,4,8.3,100,Free,0.0,Everyone,Education,"June 27, 2018",3.8.0,4.1 and up,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
CF-Bench,TOOLS,4.4,2132,0.103,100000,Free,0.0,Everyone,Tools,"July 3, 2013",1.3,2.1 and up,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
CF Appreciation,LIFESTYLE,2.0,11,6.2,1000,Free,0.0,Everyone,Lifestyle,"June 12, 2018",2.4.78-s,4.1 and up,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Unity CF,LIFESTYLE,5.0,5,8.3,100,Free,0.0,Everyone,Lifestyle,"April 12, 2016",1.0,4.0.3 and up,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Next Launcher 3D Bold-CF Theme,PERSONALIZATION,4.4,175,5.5,1000,Paid,0.99,Everyone,Personalization,"January 11, 2014",1.042,2.2 and up,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Overcomers CF - GA,LIFESTYLE,5.0,7,11.0,100,Free,0.0,Everyone,Lifestyle,"March 20, 2017",1.1,4.1 and up,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
CF Chat: Connecting Friends,COMMUNICATION,3.4,5,2.4,100,Free,0.0,Teen,Communication,"April 27, 2016",1.4,2.3 and up,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
CF Invest,FINANCE,4.4,11,4.6,500,Free,0.0,Everyone,Finance,"February 2, 2018",1.20,4.1 and up,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
iOBD2-CF,TOOLS,3.4,5,21.0,500,Free,0.0,Everyone,Tools,"December 26, 2016",1.0,2.3.3 and up,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
CF Calculator,LIFESTYLE,3.3,25,4.7,1000,Free,0.0,Everyone,Lifestyle,"March 10, 2015",1.0.2,4.0 and up,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
CF Climb,LIFESTYLE,1.5,2,3.0,100,Free,0.0,Everyone,Lifestyle,"June 7, 2018",3.9.9.2,2.3 and up,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
CF,FINANCE,5.0,2,2.0,100,Free,0.0,Everyone,Finance,"March 30, 2016",1.1,4.0 and up,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
CF cal,TOOLS,4.3,123,2.9,10000,Free,0.0,Everyone,Tools,"February 9, 2016",1.0.6,4.0 and up,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
CF GeneE,MEDICAL,4.3,16,40.0,1000,Free,0.0,Everyone,Medical,"May 31, 2018",5.0.0,4.0 and up,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Thrive CF,HEALTH_AND_FITNESS,2.2,6,8.0,100,Free,0.0,Everyone,Health & Fitness,"January 5, 2018",1.0.1,4.3 and up,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Special Forces Group 2,GAME,4.6,1432809,29.0,10000000,Free,0.0,Mature 17+,Action,"July 29, 2018",3.3,4.0 and up,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
CF Townsville,HEALTH_AND_FITNESS,5.0,4,14.0,100,Free,0.0,Everyone,Health & Fitness,"July 9, 2018",4.2.2,4.1 and up,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
"Cystic Fibrosis Symptoms, Doctors & Treatments",HEALTH_AND_FITNESS,4.7,6,9.7,100,Free,0.0,Teen,Health & Fitness,"April 24, 2018",1.0.7,5.0 and up,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Casa CF,HEALTH_AND_FITNESS,4.7,12,6.3,500,Free,0.0,Everyone,Health & Fitness,"July 12, 2018",3.1.2,4.1 and up,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
CampGladiator,HEALTH_AND_FITNESS,3.5,293,19.0,50000,Free,0.0,Everyone,Health & Fitness,"July 20, 2018",2.4.43,4.1 and up,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
CG Creative Sets: 2D/3D Artist,NEWS_AND_MAGAZINES,4.3,117,5.0,10000,Free,0.0,Everyone,News & Magazines,"June 22, 2016",3.1,4.0.3 and up,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Motocross Motorbike Simulator Offroad,GAME,3.6,51366,16.0,5000000,Free,0.0,Everyone,Racing,"June 14, 2017",Varies with device,2.3 and up,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
CG Daily News,NEWS_AND_MAGAZINES,4.3,65,3.5,10000,Free,0.0,Everyone,News & Magazines,"April 29, 2018",8.2,4.0.3 and up,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
